frameIndex;frameTime;pcm_fftMag_mfcc[1];pcm_fftMag_mfcc[2];pcm_fftMag_mfcc[3];pcm_fftMag_mfcc[4];pcm_fftMag_mfcc[5];pcm_fftMag_mfcc[6];pcm_fftMag_mfcc[7];pcm_fftMag_mfcc[8];pcm_fftMag_mfcc[9];pcm_fftMag_mfcc[10];pcm_fftMag_mfcc[11];pcm_fftMag_mfcc[12];pcm_fftMag_mfcc[13];pcm_fftMag_mfcc[14];pcm_fftMag_mfcc[15];pcm_fftMag_mfcc[16]
96;0.962177;3.560066e+000;-5.938097e+000;-5.979996e+000;-7.897357e+000;-1.188028e+001;-1.592184e+001;-5.355964e+000;-1.234952e+001;-4.598160e+000;7.957608e+000;2.847156e+001;2.471635e+001;1.025468e+001;1.486430e+001;1.791045e+001;8.400804e+000
97;0.972200;4.739895e+000;-1.974250e+000;-5.732513e+000;-8.452964e+000;-6.917138e+000;-7.914887e+000;-1.098461e+001;-1.209034e+001;-3.961879e+000;1.838746e+001;1.495677e+001;1.665402e+001;6.825477e+000;1.152971e+001;8.782482e+000;8.963858e+000
98;0.982222;5.457444e+000;-4.407003e+000;-4.124712e+000;-6.430948e+000;-1.016248e+001;-1.118421e+001;-1.148542e+001;-1.322689e+001;-4.402711e+000;2.224312e+001;1.353019e+001;3.800406e+000;8.650864e+000;3.719411e+000;8.387019e+000;1.004773e+001
99;0.992245;7.426238e+000;-3.089476e+000;5.802045e-001;-1.832694e+000;-5.059411e+000;-4.424397e+000;-1.295831e+001;-1.275646e+001;-2.610433e+000;1.422513e+001;1.463715e+001;1.670607e-001;6.702402e+000;-8.730419e-001;7.321816e+000;6.375479e+000
100;1.002268;9.883957e+000;-2.000394e-001;1.042417e+000;-2.090343e+000;1.890301e-001;-3.715303e-001;-6.768844e+000;-1.187086e+001;-7.062289e+000;1.459814e+001;6.562140e+000;1.266239e+000;6.761392e+000;1.691310e+000;2.482572e+000;5.787203e+000
101;1.012290;8.516630e+000;1.218012e-002;-3.099334e+000;2.474012e+000;3.758118e+000;-3.339942e+000;-1.430775e+001;-7.535501e+000;-6.016204e+000;5.424447e+000;1.084313e+001;1.492587e+001;1.793036e+000;3.816789e+000;-2.373431e+000;5.711387e-001
102;1.022313;6.403255e+000;6.859105e-001;-7.892617e+000;-2.393619e+000;-4.939440e+000;-6.336107e+000;-1.177738e+001;-1.678823e+001;-1.101989e+001;-6.909607e+000;1.554996e+001;7.943280e+000;5.335441e+000;-4.120618e+000;-1.411762e+000;5.735402e-002
103;1.032336;5.879388e+000;-7.947620e-001;-6.149109e+000;-4.044527e+000;-3.937177e+000;-4.070091e+000;-1.370714e+001;-6.415124e+000;4.387860e+000;-8.459998e-001;1.144886e+001;2.713638e+000;-5.088812e+000;-2.585746e+000;3.121526e+000;-2.323200e+000
104;1.042358;6.928422e+000;6.723775e+000;-9.435061e+000;3.135938e-001;-1.474120e+001;-3.832054e+000;-1.122850e+001;-1.889839e+000;-1.702000e+000;-6.380635e+000;-3.395447e+000;-8.115381e-001;-4.746535e+000;-6.763238e+000;-6.252763e+000;-6.843826e+000
105;1.052381;9.868045e+000;6.560635e-001;-4.648569e+000;2.306878e-002;-2.195173e+000;-2.862396e+000;-7.174342e+000;-6.546926e+000;-1.204930e+000;1.047879e+001;1.221775e+000;-6.436875e-001;-8.694947e+000;-1.369652e+001;-5.554832e+000;-3.422472e+000
106;1.062404;9.005189e+000;5.662560e-001;-5.704710e+000;-7.573522e-001;-2.636233e+000;5.779309e-001;-2.341359e+000;-1.502204e+000;-1.324081e+000;3.511309e+000;1.149826e+001;1.142929e+000;1.454162e+000;-9.183521e+000;-3.073763e+000;-2.125535e+000
107;1.072426;7.630439e+000;4.649694e+000;-4.355896e+000;-1.680467e+000;-6.455851e+000;-4.533267e+000;-6.500528e+000;5.339777e+000;5.666428e+000;1.992952e+000;6.109866e+000;6.545469e-001;4.108773e+000;3.427441e+000;-2.454028e+000;-4.580794e-001
108;1.082449;1.351380e+001;1.872179e+000;-2.153208e+000;-5.146806e+000;-3.188904e+000;-5.867483e+000;-1.160284e+001;5.377822e+000;1.140493e+001;2.671383e-001;1.001911e+001;3.105553e+000;1.096775e+000;-6.176905e+000;4.641021e+000;4.511784e+000
109;1.092472;1.169660e+001;6.972383e+000;-2.845487e+000;-2.589832e+000;-6.828143e+000;-1.551878e+000;-8.011654e+000;-9.732808e-001;-3.258023e+000;-6.941366e+000;-8.908121e-001;-4.796722e+000;-3.425963e+000;-6.003826e+000;-8.790951e+000;-5.794904e+000
110;1.102494;1.427859e+001;5.564403e+000;-1.664845e+000;8.157812e-001;9.265325e-001;1.954612e+000;5.060331e+000;5.239285e+000;-1.165999e+001;-1.159632e+001;-5.570768e+000;-3.122762e+000;-5.360291e+000;-3.955057e+000;-4.599211e+000;-3.447533e+000
111;1.112517;1.283898e+001;8.434036e+000;-2.856996e+000;8.438797e-001;4.940155e+000;2.428712e+000;3.778763e-001;9.531977e-001;-7.069367e-001;-1.008292e+001;-3.672202e+000;-1.352370e+000;-3.252429e+000;8.082390e-001;-5.001072e+000;-8.738319e-001
112;1.122540;1.208590e+001;9.704057e+000;2.722099e+000;4.529548e+000;1.868592e+000;-3.973572e+000;3.196616e+000;-1.281944e+000;-4.965279e+000;1.431490e-002;-4.003478e+000;2.580673e+000;1.229908e+001;8.425497e+000;1.776412e+000;1.309318e+000
113;1.132562;1.600363e+001;7.453929e+000;4.326123e+000;2.336891e+000;3.184425e+000;3.361333e+000;-2.373919e+000;-8.299597e+000;-6.707582e+000;-2.526902e+000;2.030265e+000;4.805429e+000;8.751795e+000;8.569633e+000;3.417728e+000;-1.735935e+000
114;1.142585;1.681434e+001;7.643051e+000;2.293021e+000;3.359669e+000;3.725320e+000;5.673487e+000;-6.250895e+000;-7.602109e+000;-2.283954e+000;-6.485949e+000;1.511966e+000;4.870620e+000;4.232110e+000;1.014706e+001;2.147336e+000;-4.867283e-001
115;1.152608;1.502580e+001;9.627562e+000;2.174332e+000;3.533164e+000;2.548742e+000;8.260989e-001;-5.058974e+000;-4.925023e+000;9.422302e-001;-1.480178e+000;3.013856e+000;1.244324e+000;-3.864252e+000;1.492010e+000;2.103475e+000;1.785965e+000
116;1.162630;1.607434e+001;5.381679e+000;8.234561e+000;6.098203e+000;3.290645e+000;2.406900e+000;-4.316809e+000;-3.129966e+000;-7.788496e+000;-3.763636e+000;-6.422557e-001;4.897847e+000;4.145772e-001;-4.811741e-001;1.307358e+000;3.918958e+000
117;1.172653;1.488785e+001;4.720142e+000;7.719633e+000;6.654049e+000;4.494507e+000;-2.501384e-001;-2.456589e+000;-6.375337e+000;-1.024545e+001;-3.639090e+000;1.005300e+000;9.691050e+000;8.618946e+000;3.257515e+000;-5.696271e-001;1.016207e+000
118;1.182676;8.098572e+000;4.287643e+000;1.157924e+001;1.253372e+001;-3.978578e+000;2.774076e+000;-2.741369e+000;-1.059301e+001;-2.806027e+000;-9.207536e-001;2.691662e+000;-1.456735e+000;4.089593e+000;6.578747e+000;5.287259e+000;-1.446038e+000
119;1.192698;8.235034e+000;3.998549e+000;6.547356e+000;2.331709e+000;-7.105734e+000;-4.693293e+000;9.676849e-001;-1.392173e+001;6.898299e+000;1.398413e+001;2.774910e+000;-5.086061e+000;-3.915283e+000;6.567256e+000;3.202925e+000;-8.117193e+000
120;1.202721;5.570119e+000;2.249362e+000;-5.386370e+000;-3.947470e+000;-8.133354e+000;-7.443648e+000;-8.648095e+000;-7.099672e+000;1.707948e+001;1.289293e+001;3.126361e+000;-1.839864e-001;-8.850632e-001;-1.952480e+000;-1.110679e+000;-6.084260e+000
121;1.212744;2.337242e+000;-1.009613e-001;-1.687925e+000;-3.328891e+000;-9.990720e+000;-7.074691e+000;-2.762360e+000;4.856037e+000;7.775958e+000;1.380543e+001;9.839626e+000;9.394384e+000;6.710574e+000;-1.779334e+000;-8.097705e+000;-9.155948e+000
122;1.222766;2.590030e+000;-4.266986e+000;1.623453e+000;-4.004483e-001;-1.576653e+001;-2.619864e+000;-6.485425e+000;5.706552e+000;1.009855e+001;1.738133e+001;9.399930e+000;1.209621e+001;7.342033e+000;-3.989223e+000;-1.068689e+001;-6.282316e+000
123;1.232789;2.818301e+000;-6.110982e+000;3.912688e+000;-6.997896e-001;-9.691391e+000;-1.028505e+001;1.403568e+000;5.500146e+000;1.693742e+001;9.244304e+000;3.723547e+000;1.032661e+001;4.136974e+000;8.633835e+000;-1.142080e+001;-1.247952e+001
124;1.242812;3.285987e+000;-1.607683e+000;-3.372241e+000;2.869954e-001;-3.802331e+000;-5.811665e+000;-2.194180e+000;-2.067945e+000;8.541481e+000;2.079630e+001;1.051621e+001;4.171154e+000;1.065889e+001;1.064049e+000;-1.248599e+001;-8.938923e+000
125;1.252834;7.735415e+000;3.422835e-001;-2.218582e+000;-5.744032e+000;-8.596610e+000;-1.287699e+001;-1.664067e+001;-9.343602e+000;-8.358637e-001;1.306741e+001;5.443699e+000;-3.550594e+000;-5.393179e+000;-3.258313e+000;-4.299405e+000;-5.566219e+000
126;1.262857;6.767424e+000;3.433331e+000;9.445678e-001;-1.126789e+000;-9.283507e+000;-5.929646e+000;-5.786900e+000;-8.184308e+000;5.376183e+000;1.100091e+001;3.070490e+000;1.435455e+000;1.330397e+001;8.632706e+000;-8.243063e-001;-2.986870e-001
127;1.272880;9.742874e+000;7.717204e+000;8.810072e+000;9.990441e+000;1.617519e+000;-2.218803e-001;8.323654e+000;1.959751e-001;5.223705e+000;6.787129e+000;9.779150e-001;1.401570e+000;1.091064e+001;8.686853e+000;-5.878170e+000;-6.518750e+000
128;1.282902;9.639292e+000;9.328870e+000;5.941257e+000;5.805526e+000;-7.341757e+000;-3.510269e+000;-7.203884e+000;5.871487e+000;1.306689e+001;9.154021e+000;-3.685510e+000;1.342371e+000;1.290926e+001;3.505333e+000;-6.229741e+000;-1.429354e+000
129;1.292925;6.351072e+000;1.096856e+001;1.071853e+001;1.156277e+001;7.401589e+000;3.567151e+000;-1.782734e+000;3.978288e+000;1.168482e+001;6.109008e+000;-5.256316e+000;3.781868e+000;9.806520e+000;4.080938e+000;1.469226e+000;1.523527e+000
130;1.302948;1.183450e+001;8.872073e+000;1.345791e+000;3.343227e+000;-1.348723e+000;-2.035997e+000;8.682595e+000;1.366362e+001;1.221086e+001;4.924339e+000;8.517243e+000;1.118998e+001;4.152952e+000;1.073926e-002;1.683265e+000;-1.384234e+000
131;1.312971;8.897381e+000;4.338202e+000;-2.448493e-002;3.611895e+000;2.259391e-001;-2.474478e+000;1.896431e-001;6.033783e+000;1.208956e+001;6.606746e+000;1.285180e+001;1.119144e+001;1.128495e+001;-2.099651e+000;-9.562030e-001;-8.579380e+000
132;1.322993;8.226204e+000;5.672508e+000;-2.596759e+000;2.311133e-001;1.904000e+000;-2.276026e+000;-1.397858e+001;-1.546491e+000;2.045120e+001;4.147675e+000;5.350049e+000;4.330638e+000;6.516970e+000;-2.322819e+000;3.962415e+000;-7.052071e+000
133;1.333016;5.253058e+000;-3.914847e-001;-1.350503e+000;5.220864e+000;7.621687e-001;-3.528159e+000;-1.387440e+001;-3.799560e-001;2.067643e+001;9.987298e+000;9.727027e+000;6.747126e+000;2.200311e+000;8.512288e+000;3.761493e+000;-2.199137e+000
134;1.343039;4.365703e+000;-4.425304e-001;3.133250e+000;7.473324e+000;9.298923e+000;-4.945625e+000;-1.282920e+001;-1.380531e+000;2.245051e+001;1.180963e+001;-7.896790e-001;1.841802e+000;6.978998e+000;3.826073e+000;3.320763e+000;-4.487722e+000
135;1.353061;3.077379e+000;2.672316e+000;-2.497272e+000;3.554136e+000;2.901179e+000;-9.979119e+000;-1.804123e+001;-4.272250e+000;2.734536e+001;1.759162e+001;3.924089e+000;5.940778e+000;1.321758e+001;8.834555e+000;-3.579945e+000;-3.549915e+000
136;1.363084;8.347805e+000;5.499846e+000;-3.969848e+000;-7.668732e-001;-2.307643e+000;-8.759614e+000;-1.121555e+001;-4.111075e+000;8.971127e+000;1.768163e+001;1.497434e+001;9.041581e+000;1.383744e+001;7.970243e+000;-7.052288e+000;-6.309004e+000
137;1.373107;3.495812e+000;-2.139762e+000;-3.487833e+000;-4.565378e+000;-7.026025e+000;-2.005918e+001;-2.182121e+001;2.387132e+000;1.200043e+001;2.319945e+001;3.145323e+001;6.053509e+000;1.302623e+001;1.257793e+001;-3.758185e+000;-1.030471e+001
138;1.383129;2.845558e+000;1.472194e+000;-1.722234e+000;-3.497929e+000;-1.698401e+001;-1.659263e+001;-1.847978e+001;-7.344942e-001;1.049787e+001;1.733010e+001;1.067987e+001;2.216900e+000;9.944489e+000;7.443554e+000;-9.675850e-002;-5.178520e+000
139;1.393152;-2.759863e+000;-4.068015e+000;-3.100071e+000;5.378236e+000;-1.680012e+000;-1.058987e+001;-9.886694e+000;-7.457540e+000;8.429516e+000;2.596119e+000;1.300916e+001;6.734818e+000;5.968329e-001;8.119440e+000;3.986263e+000;3.333051e+000
140;1.403175;-7.535168e+000;-6.312132e+000;-1.185240e+001;7.470804e+000;7.274094e+000;3.729839e+000;2.787973e+000;1.259138e+001;-3.593771e+000;-4.129294e-001;6.848035e+000;1.386363e+001;7.307509e+000;6.167991e+000;3.050737e+000;-5.151394e+000
141;1.413197;-1.097966e+001;-8.239507e+000;-1.240454e+001;8.841446e+000;1.050821e+001;-4.408152e-001;-7.175076e+000;5.587183e+000;1.108580e+001;6.503451e+000;-2.178206e+000;8.565565e+000;6.229088e+000;2.597715e+000;2.388093e+000;-2.229357e+000
142;1.423220;-4.356524e+000;-6.714828e+000;-6.994156e+000;5.616962e+000;7.648458e+000;-7.205996e+000;-1.977504e+001;3.201449e+000;1.564886e+001;9.323647e+000;3.831147e+000;6.011426e+000;7.055219e+000;-5.716330e+000;-4.997300e+000;3.730691e+000
143;1.433243;3.985252e+000;-8.160387e-001;-9.030942e+000;1.842955e+000;6.060882e+000;-3.670846e+000;-1.210098e+001;-1.222699e+001;-1.617691e+000;-1.285485e+001;-2.060929e+000;-3.211668e+000;1.283730e+001;-2.633859e+000;-2.001428e+000;5.580298e+000
144;1.443265;8.391828e+000;6.320284e+000;-5.563703e+000;7.903339e+000;6.907870e-001;-2.535328e+000;-2.343785e+000;-4.625430e+000;2.236890e+000;-3.149220e-001;7.519845e+000;-1.473570e+000;-5.110812e-001;-6.899809e-001;-1.576104e+000;-6.829647e-001
145;1.453288;6.379299e+000;-1.667878e+000;-2.274683e+000;-6.694582e-001;-6.529729e-001;7.931923e+000;1.164855e+001;-7.424043e-001;-7.136372e+000;1.909643e+000;5.589936e+000;-4.028190e-001;-6.780815e+000;-1.338485e+001;-5.369116e+000;7.529142e-001
146;1.463311;-7.881588e-002;-5.937690e+000;-7.859828e+000;-3.955289e+000;4.979323e+000;2.019606e+001;1.469065e+001;-3.403819e+000;-1.493434e+001;-7.730981e+000;-1.106130e+000;-2.793605e+000;-3.629691e+000;-1.303221e+001;2.586304e-001;3.386796e+000
147;1.473333;8.166454e-001;-5.418303e+000;-7.687204e+000;-6.279177e+000;-6.873830e-001;1.492816e+001;4.016369e-001;-1.606347e+001;-2.708052e+000;-6.054810e+000;-5.689322e+000;2.727160e+000;-9.545636e+000;-1.007634e+001;9.742540e-001;6.149644e+000
148;1.483356;5.943882e-001;-8.483675e+000;-1.279462e+001;-9.803774e+000;3.968511e+000;1.236769e+001;-3.012414e+000;-1.620985e+001;2.466688e+000;3.784470e-002;-5.319359e+000;8.391493e+000;-3.863630e+000;-6.910769e+000;2.421774e+000;4.945352e+000
149;1.493379;2.144306e+000;-4.381691e+000;-1.178415e+001;-1.660436e+001;-7.283764e+000;1.024932e+001;1.123495e+001;-1.086512e+001;-3.530309e+000;5.601093e+000;-7.822848e+000;-1.010331e+001;2.519504e-001;-3.912708e+000;-1.521025e+000;-7.096989e-001
150;1.503401;5.407561e+000;-3.785127e+000;-7.857542e+000;-1.168956e+001;-5.179025e+000;9.619598e+000;6.346322e+000;-4.120428e+000;-7.088118e+000;-3.428748e-002;-1.455676e+001;-1.606409e+001;-9.871409e+000;-4.087698e+000;-1.501577e+000;-1.145394e+000
151;1.513424;5.195580e+000;-4.840216e+000;-5.762430e+000;-7.755857e+000;-5.656892e+000;1.056900e+001;6.361810e+000;-9.507884e-001;-2.511683e+000;-9.588379e+000;-1.827097e+001;-1.469471e+001;-1.255502e+001;-5.619696e+000;-1.265055e+000;2.436856e+000
152;1.523447;3.987806e+000;-2.909991e+000;-4.174004e+000;-9.211036e+000;-5.438959e+000;8.616977e+000;1.023528e+001;-1.718840e+000;-1.461293e+000;2.361412e+000;-1.197501e+001;-1.738526e+001;-1.475500e+001;-6.020454e+000;-2.003005e-001;4.448653e-001
153;1.533469;4.098629e+000;-4.394523e-001;-7.364223e+000;-5.256552e+000;-2.895084e+000;1.131149e+001;1.505914e+001;8.273109e+000;6.243373e+000;2.772833e-002;-1.189588e+001;-1.738498e+001;-1.490668e+001;-9.895191e+000;-4.273067e+000;-1.922674e+000
154;1.543492;7.070837e+000;2.377081e+000;-1.176209e+000;5.373789e-001;2.616688e-001;1.221692e+001;1.012547e+001;3.592521e+000;8.092786e+000;3.175881e+000;-5.608807e+000;-1.034203e+001;-1.560378e+001;-1.046625e+001;-6.570455e+000;-1.783257e+000
155;1.553515;1.676320e+000;9.649816e+000;-3.072378e+000;7.843678e+000;4.647593e+000;5.980540e+000;1.510705e-001;7.113098e-001;-5.532655e+000;9.476911e+000;8.389544e+000;-1.315026e+001;-1.060604e+001;-9.405553e-001;3.222014e+000;7.615320e+000
156;1.563537;-4.206985e+000;1.281015e+001;1.916388e+000;-1.038783e+000;9.197458e+000;9.821995e+000;9.741229e+000;1.980693e+001;-9.781766e+000;7.373254e+000;8.368814e+000;-8.532296e+000;5.068904e-001;-3.730452e+000;-1.642548e+000;9.294027e+000
157;1.573560;-8.403686e+000;9.148838e+000;-3.111178e+000;-1.833929e+000;-2.906754e+000;-5.908241e+000;-3.393408e+000;1.728006e+001;-5.886481e+000;1.261143e+001;5.828160e+000;1.380673e+000;4.922041e+000;8.203546e+000;3.740403e+000;5.581907e+000
158;1.583583;-9.583192e+000;1.242920e+001;-4.097151e+000;-4.791126e+000;1.022881e+001;5.757393e+000;6.152355e+000;1.327870e+001;6.470754e+000;5.267317e+000;-1.720383e+001;-3.489665e+000;-2.317359e+000;-3.613518e+000;9.049953e-001;1.801333e-001
159;1.593605;-1.678823e+001;8.182323e+000;3.308690e-001;-1.594158e-001;4.458932e+000;-7.924813e+000;-1.070533e+001;-4.245253e-001;-1.915281e-001;3.296798e+000;-7.215705e+000;8.632786e+000;7.652901e+000;7.281929e-001;2.266723e+000;-6.104884e+000
160;1.603628;-1.539573e+001;3.619470e+000;-1.733312e+000;-4.730939e+000;-6.188053e+000;2.442840e+000;3.004217e-001;5.519624e+000;-8.461547e+000;3.259506e+000;-1.044352e+001;7.627951e+000;6.316221e+000;3.356197e+000;3.889364e+000;-5.576463e-002
161;1.613651;-1.394550e+001;5.487610e+000;-9.009308e+000;-6.967080e+000;-6.231066e+000;4.150904e+000;4.416647e+000;4.347995e-002;-1.995788e+001;6.039416e-001;-4.880998e-001;1.835524e+000;9.696177e+000;1.467828e+000;6.842712e+000;6.684016e+000
162;1.623673;-1.531616e+001;7.688677e+000;-2.865356e-001;-4.081220e+000;-4.150691e+000;-7.808322e-001;5.222208e+000;7.372745e+000;-1.950434e+001;6.570650e+000;-9.036213e+000;-1.276517e+000;-7.742008e-001;-3.226008e+000;4.360135e+000;3.221696e+000
163;1.633696;-1.222499e+001;5.617065e+000;-8.579814e+000;-3.389094e+000;-1.642809e+000;2.129460e+000;5.719622e+000;1.629681e+001;5.958124e+000;8.003384e+000;-8.931587e+000;-7.406823e+000;-1.040168e+001;-5.845346e+000;-2.777638e+000;1.637845e-002
164;1.643719;-1.281159e+001;3.051962e+000;-7.786267e+000;-2.514013e+000;1.280536e+001;7.041569e+000;-6.644982e+000;9.583720e+000;5.437057e+000;-7.133950e+000;-3.796052e+000;-2.809070e+000;-1.303843e+001;1.609516e+000;-7.311706e+000;-2.532231e-001
165;1.653741;-3.972245e+000;1.040531e+001;-4.232367e+000;-8.073303e+000;-6.428835e-002;1.182179e+000;-4.703690e+000;5.483389e+000;-1.984032e+000;4.030558e+000;2.158637e+000;-9.725002e+000;-4.217674e+000;9.811702e+000;7.148281e+000;2.384984e+000
166;1.663764;5.522768e+000;1.453958e+001;-1.940331e+000;9.926641e-001;-3.202056e+000;7.384627e-001;-8.267205e+000;-7.796284e+000;-1.013462e+001;3.651215e+000;2.366560e+000;2.435659e+000;5.393367e+000;-4.756563e+000;8.923056e-001;-1.663710e+000
167;1.673787;1.050351e+001;6.832968e+000;2.897187e+000;-1.323508e-001;5.990655e-001;-3.499028e+000;-6.158420e+000;-4.978738e+000;-1.137296e+001;-4.111674e+000;1.488034e+001;2.080186e+001;1.027746e+001;-1.839170e-001;-1.157734e+000;5.299667e-001
168;1.683810;9.113980e+000;8.157119e+000;3.432035e+000;-4.857173e+000;-4.785319e+000;-1.169892e+000;-4.842788e+000;-7.061473e+000;-2.030393e+000;-3.559807e-002;6.900639e+000;2.279301e+001;8.353339e+000;-3.565531e+000;6.649835e-001;3.876881e+000
169;1.693832;9.218091e+000;7.870402e+000;-2.571775e-001;-1.759323e+000;-4.247272e+000;-3.668772e+000;-9.243214e+000;-8.827389e+000;-5.048083e+000;9.210883e-001;1.405186e+001;2.008427e+001;1.009359e+001;-3.402560e+000;4.372365e+000;2.471040e+000
170;1.703855;5.425555e+000;9.750927e+000;-1.320580e+000;-6.478201e+000;-2.681464e+000;-7.658255e+000;-8.105045e+000;-7.529778e+000;-5.775587e+000;4.318394e+000;1.174609e+001;1.287878e+001;6.853281e+000;2.632446e+000;1.117061e+001;1.513952e+000
171;1.713878;3.053470e+000;1.324083e+001;2.627180e+000;-1.046954e+001;3.226520e+000;-7.502995e+000;-8.050617e+000;-2.167829e+000;-8.607443e+000;2.787305e+000;-6.646238e+000;1.223116e+001;6.827642e+000;4.045143e+000;7.626169e+000;4.813393e+000
172;1.723900;-5.259729e+000;1.386035e+001;1.252927e+001;-1.100166e+000;5.741230e+000;-1.945856e+000;-8.980043e+000;3.916473e+000;-3.390888e+000;4.416321e+000;1.254475e+001;1.113135e+001;3.772157e+000;7.289725e+000;-2.198833e+000;-3.915618e+000
173;1.733923;-8.846322e+000;9.730552e+000;5.713875e+000;-1.291812e+000;7.210796e+000;1.845081e+000;-1.718654e+000;7.624907e+000;-1.080335e+001;1.413306e+001;4.054643e+000;7.454586e+000;-2.966581e-001;-5.893262e+000;4.397885e+000;2.557326e+000
174;1.743946;-1.012646e+001;7.176583e+000;-2.435374e+000;-3.925054e+000;7.033151e+000;-1.956061e+000;4.032016e+000;9.282002e+000;7.341027e-001;1.677199e+001;7.590396e+000;-3.074131e+000;-1.109722e-002;-6.079195e+000;4.514449e+000;8.209895e+000
175;1.753968;-1.485079e+001;7.294020e+000;-5.623262e+000;-5.152205e-001;8.533808e+000;3.697748e-001;7.391349e+000;8.507410e+000;8.857582e-001;1.436102e+001;2.217916e+000;4.624581e+000;7.629214e+000;-6.604820e+000;8.383340e-001;2.556721e-001
176;1.763991;-1.275442e+001;7.967196e+000;-3.600855e+000;2.517505e+000;-2.086694e-001;-7.981081e-001;9.036430e+000;7.474922e+000;-4.238410e+000;1.853662e+001;-6.953940e+000;2.935745e+000;3.468149e+000;1.102438e+000;-1.155787e+000;-2.344105e+000
177;1.774014;-1.589602e+001;2.967319e+000;-3.943895e+000;-3.482981e+000;1.218415e+000;-1.353686e+001;8.971294e-001;7.688268e+000;-6.686609e+000;9.155614e+000;-8.034516e+000;3.865678e+000;5.527722e+000;-2.137105e+000;8.097467e-001;-1.852313e+000
178;1.784036;-1.458111e+001;5.583884e+000;-4.671840e+000;-3.605769e+000;6.630719e+000;1.979709e+000;9.574604e+000;1.856103e+001;-1.459905e+001;6.114639e-001;-5.097394e+000;1.258927e+000;-4.368080e+000;-1.256750e+001;-8.821178e-002;-1.968042e+000
179;1.794059;-1.279840e+001;9.702825e+000;-2.394100e+000;-9.378754e+000;4.185744e+000;-6.873851e+000;-6.910516e+000;1.825196e+000;-8.676062e+000;1.080399e+001;2.950248e+000;8.319194e+000;7.969570e+000;-8.882516e+000;-5.673177e+000;2.008470e+000
180;1.804082;-1.329591e+001;8.368072e+000;-2.638634e+000;-7.745544e+000;8.832855e+000;-5.558964e+000;2.897882e+000;3.561236e+000;-9.593781e+000;1.087073e+001;-6.332808e+000;1.545124e+000;6.528866e+000;-7.459759e+000;-4.289910e+000;-5.537922e+000
181;1.814104;-8.139569e+000;5.405152e+000;5.961385e-002;-4.360167e+000;6.259935e+000;-1.651838e+001;-1.989951e+001;-7.363813e+000;-1.535362e+001;1.560250e+001;5.319502e+000;1.485779e+001;1.298657e+001;1.039724e+001;3.932576e+000;-5.703677e+000
182;1.824127;3.685582e+000;1.064761e+001;-2.304183e+000;-7.656737e+000;-5.209668e+000;-7.366533e+000;-1.930326e+001;-7.549059e+000;-1.023944e+001;1.257809e+001;1.317651e+001;5.344093e+000;1.006886e+001;-2.855719e+000;3.788953e+000;-1.765125e+000
183;1.834150;9.168539e+000;1.027126e+001;-2.173842e+000;-8.534187e-001;7.024387e+000;-2.979192e+000;-4.400700e+000;-6.993396e+000;-5.935254e-001;6.524060e+000;1.991975e+001;9.441245e+000;8.817750e+000;-1.575087e+000;-2.341502e+000;-5.216786e+000
184;1.844172;6.652688e+000;7.746424e+000;2.725070e-001;-3.040787e+000;-7.555670e+000;-5.531457e+000;-1.000828e+001;-8.983042e+000;1.541701e+001;1.852553e+001;1.049117e+001;-1.011260e-001;7.704727e+000;1.784465e+000;-1.973565e+000;-8.323998e+000
185;1.854195;6.689104e+000;9.131249e+000;9.234694e-001;-4.161787e+000;-4.905162e+000;-7.782251e+000;-1.137454e+001;-5.152735e+000;8.927217e+000;1.482391e+001;2.147132e+000;7.081791e+000;5.900764e+000;-6.851461e+000;-1.295146e+000;-1.207324e+001
186;1.864218;7.871512e+000;7.660253e+000;-1.869225e+000;1.044537e+000;-7.763893e+000;-7.613883e+000;-6.771420e+000;6.924103e-001;1.105122e+001;1.446825e+001;1.261224e+001;5.030775e+000;6.551022e+000;-1.916663e+000;-3.547872e+000;-5.626238e+000
187;1.874240;9.065174e+000;3.492784e+000;1.111292e+000;3.278409e+000;-1.214584e+000;4.142364e+000;7.380099e-001;-1.314784e-001;1.462618e+001;1.604010e+001;1.975898e+001;-4.326527e+000;-4.012826e-002;2.396594e+000;-2.216187e-002;-7.626877e+000
188;1.884263;7.277164e+000;5.046764e+000;7.301926e-001;1.292155e+001;1.905752e+000;9.897343e+000;-1.110299e+001;-1.139263e+001;6.479398e+000;2.642394e+001;1.346322e+001;-7.363196e-002;2.708659e+000;3.416980e-001;-1.425228e+000;-7.266289e+000
189;1.894286;1.928834e+000;8.856440e+000;4.053553e+000;1.318167e+001;1.935495e+000;8.457903e+000;2.487777e+000;-4.592559e+000;1.066715e+000;1.571918e+001;4.986185e+000;-1.456226e+000;-3.493838e+000;2.473414e+000;1.794755e-001;-7.676715e+000
190;1.904308;4.870969e+000;1.953624e+001;2.521515e+000;1.069613e+001;1.435364e+000;-1.111241e+000;5.418264e+000;3.264865e+000;7.594941e+000;7.283859e+000;-1.035845e+000;-1.503532e+001;-1.468558e+001;-8.864593e+000;-3.648659e+000;-9.857576e+000
191;1.914331;2.271694e+000;1.360059e+001;3.868956e+000;1.493102e+001;7.049247e+000;8.396949e+000;-5.569236e+000;3.630027e+000;7.491351e+000;8.750957e+000;1.558746e+000;-6.264564e+000;-1.666832e+000;-3.896652e+000;4.675083e+000;4.477828e-001
